ID_CANDIDATO;ORGANIZACION_POLITICA;CARGO_PARTIDARIO;DESDE;HASTA
161581;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DEPARTAMENTAL;2013;2015
161581;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO NACIONAL DE JUVENTUDES;2007;2009
157880;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL TOURNAVISTA EN ACCION;SECRETARIA GENERAL;2010;2013
159737;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR PROVINCIAL;2019;HASTA LA ACTUALIDAD
160494;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO;SECRETARIA DE ASUNTOS FEMENINOS;2014;2015
160904;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE LA JUVENTUD APRISTA PERUANA;1974;1978
161463;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POLITICO HECHOS Y NO PALABRAS;SECRETARÍA DE FORMACIÓN POLÍTICA Y CAPACITACIÓN;2009;2013
161464;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO PROVINCIAL GENERAL DE HUANUCO;2019;HASTA LA ACTUALIDAD
160947;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA GENERAL REGIONAL;2019;HASTA LA ACTUALIDAD
160947;PARTIDO POLÍTICO PARTIDO POR LA DEMOCRACIA SOCIAL - COMPROMISO PERU;MIEMBRO DE LA ASAMBLEA NACIONAL;2005;2007
159560;ALIANZA ELECTORAL FUERZA POPULAR;PERSONERO LEGAL TITULAR;2011;2011
158682;PARTIDO POLÍTICO UNION POR EL PERU;COORDINADOR REGIONAL HUANUCO;2017;HASTA LA ACTUALIDAD
160138;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO GENERAL DE POLITICA;2000;2002
160138;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL PROVINCIAL;2009;2011
160140;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DEPARTAMENTAL DE JUVENTUDES DE ICA;1982;1985
160140;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DEPARTAMENTAL DE ICA;1993;1995
157883;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO;2019;HASTA LA ACTUALIDAD
158177;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIO GENERAL PROVINCIAL;2010;2013
159099;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;PERSONERO LEGAL TITULAR;2006;2006
159099;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;PERSONERO LEGAL TITULAR;2018;2018
160917;MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA DE INTEGRACION REGIONAL;MIEMBRO DEL COMITE PROVINCIAL DE ICA;2006;2007
161604;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO REGIONAL DE ORGANIZACIÓN DE ICA;2015;2019
161604;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL PROVINCIAL DE CHINCHA;2009;2015
161605;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL PAP - PISCO;2015;2019
158043;MOVIMIENTO REGIONAL O DEPARTAMENTAL PARTIDO REGIONAL DE INTEGRACION;SECRETARÍA DE COMUNICACIONES;2004;2008
158043;MOVIMIENTO REGIONAL O DEPARTAMENTAL PARTIDO REGIONAL DE INTEGRACION;FUNDADOR;2004;2008
160148;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARÍA EJECUTIVA PROVINCIAL;2018;HASTA LA ACTUALIDAD
160149;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO EJECUTIVO PROVINCIAL;2018;HASTA LA ACTUALIDAD
160150;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARÍA DE ORGANIZACIÓN Y PLANEAMIENTO PROVINCIAL;2019;HASTA LA ACTUALIDAD
160151;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA REGIONAL DE ASUNTOS LEGALES;2017;2019
160151;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA NACIONAL DE GREMIOS Y ORGANIZACIONES SOCIALES;2019;2019
160060;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;MIEMBRO DEL COMITÉ DEPARTAMENTAL ICA;2004;2010
161348;PARTIDO POLÍTICO PERU PATRIA SEGURA;SECRETARIO DEPARTAMENTAL;2017;HASTA LA ACTUALIDAD
161348;CAMBIO 90;SECRETARIO DEPARTAMENTAL JUVENTUDES;1990;1992
160275;UNIDOS POR LA REGIÓN;PRESIDENTE;2013;2019
160277;MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD;ALCALDE DISTRITAL;2011;2018
159760;PARTIDO POLÍTICO FUERZA NACIONAL;SECRETARIO GENERAL;1998;2009
159760;MOVIMIENTO REGIONAL SI;SECRETARIO GENERAL;2010;2014
159823;MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA RENACE AYACUCHO;SECRETARIA DE LA MUJER;2014;2019
158190;PARTIDO POLÍTICO UNION POR EL PERU;SECRETARIO GENERAL ICA;2000;2019
158190;PARTIDO POLÍTICO UNION POR EL PERU;VICE PRESIDENTE NACIONAL;2017;HASTA LA ACTUALIDAD
158931;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SUB SECRETARIO REGIONAL;2009;2014
160921;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DEPARTAMENTAL DE JUNIN;2017;2019
160925;PARTIDO POLÍTICO ACCION POPULAR;VICESECRETARIA DE LA MUJER;2017;2019
157892;OTRO;PRESIDENTE;2017;2019
158984;MOVIMIENTO REGIONAL O DEPARTAMENTAL CORAZON LIBRE;SECRETARIO DE ORGANIZACION;2017;2017
158986;MOVIMIENTO REGIONAL O DEPARTAMENTAL CONVERGENCIA REGIONAL DESCENTRALISTA;MIEMBRO DEL COMITE DEPARTAMENTAL;2005;2015
159706;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;MIEMBRO DEL TRIBUNAL DE ETICA;2014;2016
159151;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIO GENERAL DEL COMITÉ EJECUTIVO - DEPARTAMENTO JUNIN;2019;2019
159155;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIO DE ORGANIZACION;2016;2018
160500;PERÚ 2000;SECRETARIO DE ORGANIZACIÓN TARMA;1999;2000
160500;VAMOS VECINO;SECRETARIO GENERAL PROVINCIAL TARMA;1998;1998
160501;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIA GENERAL DISTRITAL;2014;2018
160502;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIA COORDINACIÓN REGIONAL;2016;2019
160443;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN;FUNDADOR COORDINADOR PROVINCIAL;2017;2019
160658;PARTIDO POLÍTICO PARTIDO MORADO;DIRIGENTE FUNDADOR;2017;HASTA LA ACTUALIDAD
160658;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL;2017;HASTA LA ACTUALIDAD
160659;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA DE ORGANIZACIÓN Y PLANIFICACIÓN PROVINCIA DE CHANCHAMAYO;2019;HASTA LA ACTUALIDAD
160660;PARTIDO POLÍTICO PERU LIBRE;MILITANTE;2013;2016
160661;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL DE FORMACION DEL TALENTO;2017;HASTA LA ACTUALIDAD
160662;PARTIDO POLÍTICO PARTIDO MORADO;RESPONSABLE REGIONAL DEL PROGRAMA PRO MUJER LIDERESAS MORADAS JUNIN;2018;HASTA LA ACTUALIDAD
159992;PARTIDO POLÍTICO PERU LIBRE;SECRETARIO DE DEFENSA;2019;HASTA LA ACTUALIDAD
159306;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIA DE ASUNTOS REGIONALES;2018;HASTA LA ACTUALIDAD
159624;PARTIDO POLÍTICO PERU PATRIA SEGURA;COORDINADOR DEPARTAMENTAL DE JUNIN;2015;HASTA LA ACTUALIDAD
160994;MOVIMIENTO REGIONAL O DEPARTAMENTAL CORAZON LIBRE;SECRETARIA GENERAL Y APODERADA;2016;HASTA LA ACTUALIDAD
160689;ALIANZA ELECTORAL CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES;REGISTRO DEL DISTRITO DE HUANCAN;2007;2010
159361;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;SECRETARIO DE JUVENTUDES;2000;2000
159361;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;COORDINADOR PROVINCIAL;2018;2018
159363;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;SEC PROVINCIAL YAULI;2016;2019
161307;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL COMANDO UNIVERSITARIO;1980;1983
161307;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DEL COMITÉ EJECUTIVO DEPARTAMENTAL DE LA LIBERTAD;2001;2005
161310;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DISTRITAL;2018;HASTA LA ACTUALIDAD
161311;PARTIDO POLÍTICO ACCION POPULAR;COMANDO JUVENTUDES;2009;2014
161311;PARTIDO POLÍTICO ACCION POPULAR;COMITÉ DE LA MUJER;2017;2019
157885;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIO EJECUTIVO NACIONAL;2019;HASTA LA ACTUALIDAD
157887;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIA NACIONAL DE JUVENTUDES;2019;HASTA LA ACTUALIDAD
157891;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;DIRECCIÓN EJECUTIVA NACIONAL;2012;2014
157891;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;DIRECCIÓN NACIONAL ELECTORAL;2014;2018
160946;PARTIDO POLÍTICO UNION POR EL PERU;COORDINADORA PROVINCIAL TRUJILLO;2008;2010
158560;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL DE LA MANO CON PACANGA;CANDIDATO A ALCALDE;2010;2011
158560;ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL JUNTOS POR EL CAMBIO DE CHEPEN;CANDIDATO A ALCALDE;2014;2015
158561;MOVIMIENTO REGIONAL O DEPARTAMENTAL PERU AUTONOMIA E IDENTIDAD SOCIAL;PERSONERO LEGAL TITULAR;2017;2018
159173;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIA GENERAL DE LA PROVINCIA DE TRUJILLO;2015;2017
160506;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;ALIANZA PARA EL PROGRESO;2017;2019
160506;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL NACE UNA ESPERANZA;FUNDADOR;2005;2007
160507;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIO REGIONAL DE JUVENTUDES;2012;2014
161659;PARTIDO POLÍTICO JUNTOS POR EL PERU;SECRETARIO DE COMUNICACIONES;2018;2019
161720;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL;2004;2013
161722;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL;2015;HASTA LA ACTUALIDAD
161723;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL REGIONAL DE LA JUVENTUD APRISTA PERUANA -  LA LIBERTAD;2012;2013
161723;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL REGIONAL DE LOS CHICOS APRISTAS PERUANOS - LA LIBERTAD;1999;2002
161725;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE ECONOMIA DE LA AGRUPACIÓN DE ABOGADOS DEL PAP- LA LIBERTAD;2003;2005
161726;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE ORGANIZACIÓN JAP SALAVERRY;2008;2016
158315;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO PROVINCIAL;2006;2014
158315;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO GENERAL REGIONAL;2019;HASTA LA ACTUALIDAD
158316;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO REGIONAL DE ORGANIZACION LA LIBERTAD;2019;HASTA LA ACTUALIDAD
158317;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO GENERAL DISTRITAL;2018;HASTA LA ACTUALIDAD
158320;MOVIMIENTO REGIONAL O DEPARTAMENTAL FORTALEZA LIBERTEÑA;MIEMBRO DE COMITE PROVINCIAL SANCHEZ CARRION;2017;2018
161453;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL REGIONAL DE LA LIBERTAD;2019;HASTA LA ACTUALIDAD
161453;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL REGIONAL DE LA LIBERTAD;2019;HASTA LA ACTUALIDAD
161454;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL PROVINCIAL;2019;HASTA LA ACTUALIDAD
161454;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL PROVINCIAL;2019;HASTA LA ACTUALIDAD
161457;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA DE FORMACIÓN DEL TALENTO - REGIÓN LA LIBERTAD;2019;2019
161457;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA DE FORMACIÓN DEL TALENTO - REGIÓN LA LIBERTAD;2019;2019
161458;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA PROVINCIAL DE GREMIOS Y ASUNTOS SOCIALES;2019;HASTA LA ACTUALIDAD
161458;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA PROVINCIAL DE GREMIOS Y ASUNTOS SOCIALES;2019;HASTA LA ACTUALIDAD
159637;PARTIDO GAVIOTA;CANDIDATA PRESIDENCIAL PERÚ;1998;2019
159765;PARTIDO POLÍTICO PERU LIBRE;COORDINADOR POLÍTICO REGIONAL REGIÓN LA LIBERTAD;2018;HASTA LA ACTUALIDAD
161764;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO REGIONAL;2017;2019
158106;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;DIRIGENTE;2001;2013
158974;MOVIMIENTO REGIONAL O DEPARTAMENTAL SUMATE;PRESIDENTE;2000;2018
158974;MOVIMIENTO REGIONAL O DEPARTAMENTAL SUMATE;SECRETARIO GENERAL;2018;HASTA LA ACTUALIDAD
158975;MOVIMIENTO REGIONAL O DEPARTAMENTAL SUMATE;SECRETARIO DE ORGANIZACION;2018;HASTA LA ACTUALIDAD
158980;PARTIDO POLÍTICO PODEMOS POR EL PROGRESO DEL PERU;SECRETARIO GENERAL DISTRITAL DE LA ESPERANZA;2019;HASTA LA ACTUALIDAD
161713;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ;SECRETARIA DE LA MUJER Y BIENESTAR SOCIAL;2015;2017
159711;PARTIDO POLÍTICO PERU POSIBLE;SECRETARIO NACIONAL DE JUVENTUDES;2009;2012
159711;PARTIDO POLÍTICO PERU POSIBLE;SUB SECRETARIO NACIONAL DE ORGANIZACION DE BASE;2014;2017
159714;PARTIDO POLÍTICO UNION POR EL PERU;SECRETARIO DE FORMACION Y CAPACITACION POLITICA;2005;2010
159714;PARTIDO POLÍTICO UNION POR EL PERU;SECRETARIO DE FORMACION Y CAPACITACION POLITICA;2010;HASTA LA ACTUALIDAD
158404;PARTIDO POLÍTICO FUERZA POPULAR;COORDINADOR REGIONAL;2011;2015
158408;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;MILITANTE;2017;2017
158408;PARTIDO POLÍTICO PERU POSIBLE;MILITANTE;2005;2015
158409;PARTIDO POLÍTICO RESTAURACION NACIONAL;REGIDOR MUNICIPAL;2015;2018
161133;PARTIDO POLÍTICO ACCION POPULAR;VICE-SECRETARIO DE POLÍTICA REGIONAL - LAMBAYEQUE;2005;2007
161136;PARTIDO POLÍTICO ACCION POPULAR;VICE-SECRETARÍA DE POLÍTICA;1982;1994
161136;PARTIDO POLÍTICO ACCION POPULAR;SECRETARÍA DE ORGANIZACIÓN DEPARTAMENTAL DE LA MUJER;1995;1997
161137;PARTIDO POLÍTICO ACCION POPULAR;SECRETARÍA DE LA MUJER - DISTRITO DE JOSÉ LEONARDO ORTIZ;2001;2002
157902;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIO NACIONAL DE ORGANIZACION;2018;2019
157902;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO REGIONAL DE LAMBAYEQUE;2006;2015
157904;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIO DE ORGANIZACION;2018;2019
157906;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;MIEMBRO DE LA DIRECCIÓN EJECUTIVA REGIONAL;2008;HASTA LA ACTUALIDAD
158117;PARTIDO POLÍTICO PODEMOS POR EL PROGRESO DEL PERU;SECRETARIO PROVINCIAL DE CHICLAYO;2018;2018
160018;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR REGIONAL;2019;HASTA LA ACTUALIDAD
160022;PARTIDO POLÍTICO PARTIDO MOVIMIENTO HUMANISTA PERUANO;SECRETARIO PROVINCIAL DE PRENSA;2008;2010
161570;PARTIDO POLÍTICO JUNTOS POR EL PERU;SECRETARIO REGIONAL;2019;HASTA LA ACTUALIDAD
161573;PARTIDO POLÍTICO JUNTOS POR EL PERU;SECRETARIO GENERAL DISTRITAL;2018;HASTA LA ACTUALIDAD
161574;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA REGIONAL;2011;2012
161562;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DEL FRENTE UNICO;2015;HASTA LA ACTUALIDAD
161563;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRATARIA GENERAL JAP;1991;1992
161564;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DE ORGANIZACIÓN - CEP PAP FERREÑAFE;2010;2014
161565;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DE JUVENTUDES;2015;HASTA LA ACTUALIDAD
161566;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE LA MUJER;2015;HASTA LA ACTUALIDAD
158254;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO REGIONAL LAMBAYEQUE;2019;HASTA LA ACTUALIDAD
160102;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO POLÍTICO PROVINCIAL DE LAMBAYEQUE;2016;HASTA LA ACTUALIDAD
160103;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL ADJUNTO DE ORGANIZACIÓN;2019;HASTA LA ACTUALIDAD
160103;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL DE JÓVENES MORADOS LAMBAYEQUE;2016;2017
160104;PARTIDO POLÍTICO PARTIDO MORADO;RESPONSABLE REGIONAL DE PRO MUJER LIDERESAS MORADAS;2019;HASTA LA ACTUALIDAD
160104;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA PROVINCIAL DE ORGANIZACIÓN DE CHICLAYO;2018;2019
160105;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA PROVINCIAL DE TALENTOS DE FERREÑAFE;2018;2018
159142;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO GENERAL REGIONAL DE LAMBAYEQUE;2017;HASTA LA ACTUALIDAD
159143;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;PRIMER SUBSECRETARIO GENERAL REGIONAL DE LAMBAYEQUE;2015;HASTA LA ACTUALIDAD
159146;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIA COMANDO UNIVERSITARIO;2017;HASTA LA ACTUALIDAD
158760;PARTIDO POLÍTICO PERU NACION;CANDIDATA AL CONGRESO;2016;2019
160962;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;SECRETARIO GENERAL EJECUTIVO LAMBAYEQUE;1999;2000
160964;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;SECRETARIO PROVINCIAL;2018;HASTA LA ACTUALIDAD
159393;UNION DEMOCRATICA;PERSONERO LEGAL;1989;1990
160908;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;SECRETARIO GENERAL PROVINCIAL DE LAMBAYEQUE;2010;2011
159108;PARTIDO POLÍTICO ACCION POPULAR;JUVENTUDES;1989;1990
159109;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA GENERAL DISTRITAL;2017;2019
159111;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DEPARTAMENTAL DE LIMA;2011;2013
159111;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DEPARTAMENTAL DE LIMA;2000;2003
159113;PARTIDO POLÍTICO ACCION POPULAR;SUB SECRETARIO NACIONAL DE JUVENTUDES;2009;2011
159114;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DE LIMA METROPOLITANA;2017;2019
159114;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO NACIONAL DE DERECHOS HUMANOS;2013;2015
159115;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DE JUVENTUDES;2001;2003
159115;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DE ORGANIZACION;2013;2015
159116;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA GENERAL COMITE ACCION POLITICA DE LA MUJER;2011;2013
159117;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL NACIONAL;2005;2007
159117;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DE JUVENTUDES DISTRITAL;1977;1977
159119;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DE MOVILIZACION;2009;2011
159119;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DISTRITAL;2017;2019
159121;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO DE POLITICA;2017;2019
159121;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL;2013;2015
159123;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DE JUVENTUDES DE LIMA METROPOLITANA;2007;2009
159124;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DE LIMA METROPOLITANA;2007;2009
159124;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DE CHORRILLOS;2005;2007
159125;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO GENERAL NACIONAL DE POLITICA;2005;2007
159125;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO NACIONAL ASUNTOS ELECTORALES;2003;2005
159126;PARTIDO POLÍTICO ACCION POPULAR;MIEMBRO DISTRITAL CHOSICA;2017;2019
159127;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DISTRITAL;2017;2019
159128;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA NACIONAL ASUNTOS ELECTORALES;2007;2009
159128;PARTIDO POLÍTICO ACCION POPULAR;VICE POLITICA COMITE DEPARTAMENTAL DE LIMA METROPOLITANA;2009;2011
159130;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DISTRITAL;1999;2000
159133;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO DE CAPACITACION Y BIENESTAR DE LIMA METROPOLITANA;2017;2019
159133;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO DE ORGANIZACION DE LIMA METROPOLITANA;2015;2017
159135;PARTIDO POLÍTICO ACCION POPULAR;VICE SECRETARIO DEPARTAMENTAL;2014;2015
159138;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DISTRITAL;2017;2019
159139;PARTIDO POLÍTICO ACCION POPULAR;COMITE NACIONAL ELECTORAL;2014;2015
157992;PARTIDO POLÍTICO PERU POSIBLE;SECRETARIA NACIONAL DE POLITICA;2012;2016
157994;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO PROVINCIAL LIMA METROPOLITANA;2018;HASTA LA ACTUALIDAD
157994;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;MIEMBRO SUPLENTE DIRECCION NACIONAL ELECTORAL;2018;2019
157995;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL VOZ VERDE;FUNDADOR-SECRETARIO GENERAL -COORDINADOR;2005;2005
157996;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIA DE LA MUJER - CARABAYLLO;2014;2018
157996;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIA DE LA MUJER - CARABAYLLO;2018;2019
157998;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO;2018;HASTA LA ACTUALIDAD
157999;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;1ER SUB SECRETARIO DEPARTAMENTAL;2011;2015
157999;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO DISTRITAL;2015;2017
158000;MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA CHALACA;PERSONERO LEGAL TITULAR;2016;2019
158003;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIO DISTRITAL;2013;2018
158012;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL EN SAN LUIS ... LOS JOVENES SI PODEMOS;PRESDIDENTE;2006;2007
158017;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIA DISTRITAL DE JUVENTUDES;2013;2014
158018;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;COORDINADOR POLITICO DE VILLA MARIA DEL TRIUNFO;2018;2019
158023;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;MILITANTE;2017;HASTA LA ACTUALIDAD
161515;PARTIDO POLÍTICO RESTAURACION NACIONAL;FUNDADORA - SECRETARIA GENERAL;2001;2001
161516;PARTIDO POLÍTICO AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL;SECRETARIO GENERAL NACIONAL;2017;HASTA LA ACTUALIDAD
161517;PARTIDO POLÍTICO AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL;SECRETARIO NACIONAL DE ÉTICA Y DISCIPLINA;2018;HASTA LA ACTUALIDAD
161517;PARTIDO POLÍTICO FUERZA POPULAR;PERSONERO LEGAL ALTERNO;2009;2010
161519;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;SECRETARIO PROVINCIAL DE IDEOLOGÍA;2013;2014
161542;PARTIDO POLÍTICO PERU AHORA;SECRETARIO NACIONAL DE ASUNTOS REGIONALES Y MUNICIPALES;2005;2006
158765;PARTIDO POLÍTICO FONAVISTAS DEL PERU;PRESIDENTE;2009;2011
