ID_CANDIDATO;CENTRO_TRABAJO;OCUPACION;DESDE;HASTA
161417;UNIVERSIDAD CONTINENTAL;DOCENTE DE TALLER DE LIDERAZGO PÚBLICO;2019;2019
161417;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;DOCENTE;2018;HASTA LA ACTUALIDAD
161417;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2016;2019
161417;UNIVERSIDAD DEL PACÍFICO;DOCENTE;2015;2018
161417;MUNICIPALIDAD DE MIRAFLORES;JEFE DE GABINETE;2011;2016
161418;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2016;2019
161418;MUNICIPALIDAD DISTRITAL DE MIRAFLORES;TENIENTE ALCALDE;2015;2016
161418;CIUDAD NUESTRA;PRESIDENTE,  INVESTIGADOR Y CONSULTOR INTERNACIONAL;2007;2016
161419;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;CATEDRÁTICA A TIEMPO COMPLETO;1986;HASTA LA ACTUALIDAD
161419;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;VICERRECTORA DE INVESTIGACIÓN;2009;2018
161420;ASOCIACIÓN CIVIL REFLEXIÓN DEMOCRÁTICA;PRESIDENTE EJECUTIVO;2018;2019
161420;CANDELA JARA ABOGADOS;ASESOR EN ESTRATEGIA LEGAL;2019;2019
161420;DEFENSORÍA DEL PUEBLO;PRIMER ADJUNTO;2017;2018
161420;ASOCIACIÓN DE FOMENTO DE LA INFRAESTRUCTURA NACIONAL (AFIN);JEFE DE RELACIONES INSTITUCIONALES;2014;2016
161420;ASOCIACIÓN CIVIL REFLEXIÓN DEMOCRÁTICA;DIRECTOR EJECUTIVO;2008;2014
161421;CONFEDERACIÓN NACIONAL DE INSTITUCIONES EMPRESARIALES PRIVADAS (CONFIEP);GERENTE GENERAL;2016;2019
161421;DELOITTE&TOUCHE;DIRECTORA DE CONSULTORIA;2014;2016
161421;MINISTERIO DE COMERCIO EXTERIOR Y TURISMO;VICE MINISTRA DE TURISMO;2010;2013
161421;PROMPERU;DIRECTORA DE TURISMO INTERNO;2006;2010
161421;CENFOTUR;PRESIDENTE DE CONSEJO DIRECTIVO;2011;2013
161422;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;DOCENTE;2001;2019
161422;UNIVERSIDAD FEMENINA DEL SAGRADO CORAZÓN;DOCENTE;1989;2019
161422;POLICLÍNICO PERUANO JAPONÉS;MÉDICO;1989;2012
161422;UNIVERSIDAD RICARDO PALMA;DOCENTE;2006;2013
161422;UNIVERSIDAD ESAN;DOCENTE;2013;2015
161423;CONCAR S.A.;PRACTICANTE;2012;2013
161423;VARGAS PAREJA ABOGADOS  & CONSULTORES S.A.C.;RELACIONISTA COMUNITARIA;2013;2013
161423;ONG SOCIOS PERU;COORDINADORA DE INNOVACIÓN SOCIAL;2013;2014
161423;ASOCIACIÓN CIVIL TRABAJO VOLUNTARIO;SUPERVISORA DE PROYECTOS SOCIALES;2015;2016
161424;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS -FACULTAD DE DERECHO Y CIENCIA POLÍTICA;CATEDRÁTICO;2006;HASTA LA ACTUALIDAD
161424;UNIVERSIDAD SAN MARTIN DE PORRES;CATEDRÁTICO;2015;HASTA LA ACTUALIDAD
161424;PRESIDENCIA DEL CONSEJO DE MINISTROS;ESPECIALISTA EN LA SECRETARÍA DE GESTIÓN PÚBLICA/ASESOR LEGAL EN LA SECRETARÍA DE DESCENTRALIZACIÓN;2018;2019
161424;ESTUDIO UGAZ ZEGARRA & ABOGADOS SAC;ASOCIADO, ENCARGADO DEL ÁREA DE DERECHO PÚBLICO;2017;2018
161424;REGISTRO NACIONAL DE IDENTIFICACIÓN Y ESTADO CIVIL;SUBGERENTE DE ACTIVIDADES ELECTORALES/ASESOR DE JEFATURA NACIONAL;2011;2015
161425;CLÍNICA LIBERTADORES;CIRUJANO MAXILOFACIAL;2002;2014
161425;CIEMSA;DIRECTOR;1989;HASTA LA ACTUALIDAD
161427;ALIEF ISD;MAESTRA;2019;HASTA LA ACTUALIDAD
161427;OVERSEAS PRODUCTS AND SPICES;ASESOR FINANCIERO CONTABLE;2011;HASTA LA ACTUALIDAD
161427;AGRICOLA SUMAG UCHU;GERENTE GENERAL;2009;2011
161428;ECOSISTEM SERVICES LLC;ESPECIALISTA SOCIAL;2011;2012
161428;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;GESTOR SOCIAL, COORDINADOR MACRO REGIONAL;2014;2015
161428;INSTITUTO TECNOLÓGICO DE LA PRODUCCIÓN;ESPECIALISTA EN PROYECTOS;2015;2016
161428;SERVICIO NACIONAL DE CERTIFICACIÓN AMBIENTAL PARA LAS INVERSIONES SOSTENIBLES;CONSULTOR PROFESIONAL EN PREVENCIÓN, GESTIÓN DE CONFLICTOS SOCIOAMBIENTALES;2018;HASTA LA ACTUALIDAD
161429;SERVICIOS GENERALES HSI SAC;SUPERVISIÓN, MONITOREO PARA LA SELECCIÓN DE EQUIPOS EN LA INSTALACIÓN DE LA PLANTA;2018;2018
161429;BUILMEP SAC;SUPERVISOR DE MANTENIMIENTO PARA UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON;2013;2016
161429;GLOBAL TELECOMMUNICATION EXPERTS S.A.C.;PLANER PROJECT PARA EL SEGUIMIENTO DE PROYECTOS CORPORATIVOS;2017;2018
161429;QUIMPAC SA;SUPERVISOR DE PROYECTOS NUEVA PLANTA DE CLORO SODA;2018;2018
161430;PACIFICO SUR CONSTRUCCIONES GENERALES S.A.C;ASISTENTE DE FINANZAS;2008;2011
161430;MARIA DEL PILAR ALARCON GARCIA;ASESORA LEGAL;2013;HASTA LA ACTUALIDAD
161431;COPILOTO S.A.C;DIRECTOR DE EXPERIENCIAS;2018;2019
161431;PRESIDENCIA DEL CONSEJO DE MINISTROS;SECRETARIO GENERAL DE COMUNICACIONES;2017;2017
161431;PRESIDENCIA DEL CONSEJO DE MINISTROS;ASESOR DEL GABINETE DE ASESORES;2016;2017
161431;COPILOTO S.A.C;DIRECTOR GENERAL CREATIVO Y GERENTE GENERAL;2012;2016
161431;MINISTERIO DE TRABAJO Y PROMOCIÓN DEL EMPLEO;ESTRATEGA COMUNICACIONAL EN LA IMPLEMENTACIÓN DE LA SUNAFIL;2013;2013
161432;CONSORCIO BYM;ADMINISTRADOR GENERAL;2015;2016
161432;COMERCIAL CHICLAYO SERVICIOS ELECTRICOS SAC.;ADMINISTRADOR;2014;2015
161432;CONSORCIO CJ SAC.;ASESOR ADMINISTRATIVO;2014;2016
161432;PROYECTOS CONSTRUCTIVOS  S.A.C.;GERENTE ADMNISTRATIVO;2018;2018
161432;CORPORACION LAFER S.A.C.;GERENTE GENERAL;2019;2019
161433;MINISTERIO DE COMERCIO EXTERIOR Y TURISMO;SERVICIO ESPECIALIZADO;2018;2018
161433;P8K S.A.C.;DIRECTOR DE PROYECTOS DE AVENTURA Y RELACIONES COMUNITARIAS;2014;2018
161434;ASESORÍAS FALCON MANAGEMENT PARTNERS PERÚ;CONSULTORA;2018;HASTA LA ACTUALIDAD
161434;MICHAEL PAGE PERU;CONSULTORA;2016;2017
161434;MERCURIA PERU;ADMINISTRADOR DE CONTRATOS;2015;2016
161435;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;POLITÓLOGO / PROFESIONAL ESPECIAL;2014;HASTA LA ACTUALIDAD
161435;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;PRE DOCENTE Y DOCENTE DEL DEPARTAMENTO DE CIENCIAS SOCIALES;2014;2018
161435;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;GESTOR DE LA MAESTRÍA EN DESARROLLO HUMANO: ENFOQUES Y POLÍTICAS;2014;2019
161435;INSTITUTO DE DESARROLLO HUMANO DE AMÉRICA LATINA (IDHAL PUCP);MIEMBRO DEL SEMINARIO PERMANENTE (INVESTIGADOR);2014;HASTA LA ACTUALIDAD
161435;AUTORIDAD NACIONAL DEL SERVICIO CIVIL (SERVIR) - MINISTERIO DE TRABAJO;CONSULTOR;2015;2015
161436;HIPERMERCADOS METRO S.A.;AUXILIAR DE TIENDA;2008;2018
161436;BANCO DE CRÉDITO BCP;PROMOTOR DE SERVICIOS;2008;2009
161436;COMSATEL PERÚ S.A.C.;SUPERVISOR DEL CENTRO DE ATENCIÓN;2010;2014
161437;RESTAURANT ESTEFANI;ADMINISTRADORA;2013;HASTA LA ACTUALIDAD
161437;ZEMABI S.A.C;GERENTE GENERAL;2016;HASTA LA ACTUALIDAD
161438;K'ASADA CONFECCIONES;EMPRESARIA;2008;HASTA LA ACTUALIDAD
161439;IEP  HERMANO ANSELMO MARÍA;DOCENTE DE SECUNDARIA;2019;2019
161439;IEP FRANCISCO BOLOGNESI;DOCENTE;2018;2018
161439;COLEGIO MIGUEL GRAU;DOCENTE;2017;2017
161439;IEE TERESA GONZÁLES DE FANNING;DOCENTE;2016;2016
161439;IEE MIGUEL GRAU DE MUJERES;DOCENTE;2015;2015
161440;CHOICE AIR COURIER DEL PERÚ S.A.C.;JEFE COMERCIAL;2001;2009
161440;INVESTMENTS & SOLUTIONS CORPORATION S.A.C;DIRECTOR COMERCIAL;2009;2012
161440;AIR & SEA LOGISTICS S.A.C.;GERENTE GENERAL;2012;HASTA LA ACTUALIDAD
161440;GRUPO ASL AGENTES DE ADUANA S.A.C.;GERENTE GENERAL;2014;HASTA LA ACTUALIDAD
161441;RÍOS  NORIEGA ABOGADOS & CONTADORES S.A.C;CONTADORA PUBLICA  COLEGIADA / ABOGADA;2015;HASTA LA ACTUALIDAD
161441;ESTUDIO RÍOS  & ASOCIADOS;ASESORA Y CONSULTORA  EXTERNA DE EMPRESAS  EN MATERIA CONTABLE, TRIBUTARIA Y LABORAL;2010;2014
161442;URBI PROPIEDADES S.A.;ANALISTA DE ADMINISTRACIÓN;2014;2016
161442;CLUB DE SOCIOS S.A.;ANALISTA DE LOGÍSTICA;2013;2014
161442;CEVA LOGISTICS PERU S.R.L.;ASISTENTE DE LOGÍSTICA;2012;2013
161443;COMERCIALIZADORA INTERNACIONAL SIRENA;GERENTE;2001;2006
161443;NEGOCIACIONES WASAMA;OPERADORA DE VENTAS;2006;HASTA LA ACTUALIDAD
161443;SOMBREROS WANCHESTER E.I.R.L;AGENTE DE VENTAS;2016;2019
161444;CERTUS;DOCENTE;2019;HASTA LA ACTUALIDAD
161444;CONEXA INVESTMENT;JEFE COMERCIAL;2017;2018
161444;BBVA;GERENTE DE RED DE AGENCIAS;2010;2016
161444;INTERBANK;SUPERVISOR COMERCIAL;2007;2010
161444;MIBANCO;EJECUTIVO SENIOR TUTOR;2002;2007
161445;CARE- PERU;CONSULTORA;2017;2017
161445;CARE-PERU;ANALISTA/ESPECIALISTA/JEFA/COORDINADORA/GERENTE;1986;2014
161446;EMPRESA ARISALTEX E.I.R.L.;GERENTE GENERAL;2018;HASTA LA ACTUALIDAD
161446;IDEAS TEXTILES SAC;PCP HILANDERIA Y TEJEDURIA;2014;2014
161446;TEXTILES CAMONES S.A;RESPONSABLE DE PCP TEXTIL;2012;2013
161446;ALGODONERA PERUANA SAC;SUPERVISOR / RESPONSABLE DE PCP;2010;2010
161447;RED DE SALUD LIMA NORTE IV;ENCARGADA DE LA ESTRATEGIA SANITARIA DE ALIMENTACIÓN Y NUTRICIÓN SALUDABLE;2015;2016
161447;PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR;INVESTIGADORA EN NUTRICIÓN DIRIGIDA A POBLACIÓN VULNERABLE / ESPECIALISTA EN PROYECTOS SOCIALES;2016;2017
161447;GERENCIA DE DESARROLLO SOCIAL DE LA MUNICIPALIDAD METROPOLITANA DE LIMA;ESPECIALISTA EN NUTRICIÓN;2017;2017
161447;ASESORA Y CONSULTORA EN AUDITORIA DE PROYECTOS DE INVESTIGACIÓN EN CALIDAD DE EXPERTA;ASESORA Y CONSULTORA EN AUDITORÍA DE PROYECTOS DE INVESTIGACIÓN EN CALIDAD DE EXPERTA.;2018;2018
161447;INSTITUTO DE EVALUACIÓN DE TECNOLOGÍAS EN SALUD E INVESTIGACIÓN;METODÓLOGA PARA EL DESARROLLO DE GUÍAS DE PRACTICA CLÍNICA;2019;2019
161192;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2016;2019
161192;UNIVERSIDAD RICARDO PALMA;PROFESOR;2006;2015
161192;UNIVERSIDAD NACIONAL DE INGENIERÍA;PROFESOR;2016;2018
161192;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;PROFESOR;2019;HASTA LA ACTUALIDAD
161192;CONGRESO DE A REPÚBLICA;ASESOR DEL EX. PRESIDENTE ALEJANDRO TOLEDO;2011;2011
161193;CONGRESO DE LA REPÚBLICA;CONGRESISTA;2016;HASTA LA ACTUALIDAD
161194;FONDO EMPLEO;DIRECTOR EJECUTIVO;2018;HASTA LA ACTUALIDAD
161194;PARTIDO POLITICO CONTIGO;GERENTE;2019;HASTA LA ACTUALIDAD
161195;ALSAXA S.A.C;APODERADO;2015;HASTA LA ACTUALIDAD
161195;RESTAURANTEUR S.A.C;DIRECTOR;2008;HASTA LA ACTUALIDAD
161195;LARANCINO S.A.C;APODERADO;2017;HASTA LA ACTUALIDAD
161195;BARRANCO S.A.C;APODERADO;2008;HASTA LA ACTUALIDAD
161196;CONGRESO DE LA REPÚBLICA DEL PERÚ;ABOGADA;2019;2019
161196;MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS;SECRETARIA TÉCNICA DE TRIBUNAL DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA;2018;2018
161196;CONGRESO DE LA REPÚBLICA;ASESORA PRINCIPAL DE LA COMISION DE JUSTICIA DE DERECHOS HUMANOS;2016;2017
161196;WORLD JURITS ASSOCIATION;MIEMBRO DE LA COMISIÓN ORGANIZADORA;2019;2019
161197;UNIVERSIDAD POLITÉCNICA AMAZÓNICA S.A.C.;GERENTE LEGAL Y ACCIONISTA;2015;2019
161197;ESCUELA DE CINE Y ARTES VISUALES DE LIMA S.A.C.;GERENTE LEGAL Y ACCIONISTA;2015;2019
161197;RAG HOLDING S.A.C;GERENTE LEGAL Y ACCIONISTA;2015;2019
161199;UNIVERSIDAD SAN IGNACIO DE LOYOLA;PROFESOR;2015;HASTA LA ACTUALIDAD
161200;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DOCENTE ASOCIADO - ABOGADO;2005;2019
161200;INDEPENDIENTE;ABOGADO LITIGANTE;2005;2019
161200;GOBERNA CONSULTORÍA POLÍTICA;CONSULTOR - ANALISTA POLÍTICO;2019;2019
161200;PARTIDO POLÍTICO CONTIGO;DOCENTE DEL CURSO ANÁLISIS POLÍTICO;2019;2019
161200;ESCUELA DE INTELIGENCIA - MARINA DE GUERRA DEL PERÚ;DOCENTE;2017;2017
161201;COLABORACCION;DIRECTOR;2017;HASTA LA ACTUALIDAD
161202;UNIVERSIDAD INCA GARCILASO DE LA VEGA;PROFESOR CONTRATADO DE DERECHO CIVIL A TIEMPO PARCIAL;2007;2018
161203;MUNICIPALIDAD DISTRITAL EL AGUSTINO;REGIDOR;2015;2018
161204;C.E.P SAN MARCOS DE OQUENDO;DOCENTE;2019;HASTA LA ACTUALIDAD
161205;JOCKEY CLUB DEL PERÚ;JEFE DE PRENSA;1992;HASTA LA ACTUALIDAD
161206;CORPORACIÓN AGRONOMA SACHS PERÚ;GERENTE GENERAL;2018;HASTA LA ACTUALIDAD
161207;CONGRESO DE LA REPÚBLICA;PROFESIONAL/ASESORA/TECNICO;2017;2019
161209;MUNICIPALIDAD DE IGUAIN/ MUNICIPALIDAD DE LURICOCHA / MUNICIPALIDAD DE HUAMANGUILLA Y OTROS;ASESORA EXTERNA EN GOBIERNOS LOCALES;2018;HASTA LA ACTUALIDAD
161210;SUPERINTENDENCIA NACIONAL DE SALUD;ABOGADO AUDITOR;2019;HASTA LA ACTUALIDAD
161211;GRAPE IDEAS;ASISTENTE ADMINISTRATIVA;2019;HASTA LA ACTUALIDAD
161211;INVERTIR CONSULTORES ASOCIADOS;CONSULTOR DE ASUNTOS PUBLICOS;2017;2019
161212;HOSPITAL SAN JUAN DE LURIGANCHO;MEDICO;1987;2019
161213;SEDAPAL;TECNICO;2011;HASTA LA ACTUALIDAD
161214;ASOCIACIÓN DE EXPORTADORES-ADEX;GERENTE MACRO REGIÓN NORTE;2016;2017
161214;UNIVERSIDAD PRIVADA TELESUP;DOCENTE TIEMPO PARCIAL;2019;2019
161214;SOLUCIONES ALIMENTICIAS S.A.C;GERENTE DE PROYECTO;2017;2018
161214;UNIVERSIDAD SEÑOR DE SIPAN S.A.C;DOCENTE DE TIEMPO PARCIAL;2017;2017
161214;ELECTRO ENCHUFE S.A.C;GERENTE COMERCIAL;2013;2015
161215;LOGÍSTICA DE CALIDAD SAC;GERENTE;2019;HASTA LA ACTUALIDAD
161216;MUNICIPALIDAD DE COMAS;SUB GERENTE ESTADO CIVIL;2011;2014
161217;COMPAÑIA PERUANA DE E COMERCE S.A;CONSULTOR DIRECTOR;2015;2019
161218;I.E MANUEL SCORZA TORRES;DOCENTE;1995;HASTA LA ACTUALIDAD
161219;C.E. 3054;AUXILIAR;2002;HASTA LA ACTUALIDAD
161220;HOSPITAL MILITAR CENTRAL EJERCITO DEL PERÚ;ENFERMERA;1996;2013
161220;FRESENIUS MEDICAL CARE;ENFERMERA DE APOYO CLINICO;2013;2014
161222;AVANTICA TECHNOLOGIES SAC;QA ENGINEER I;2018;HASTA LA ACTUALIDAD
161222;EVERIS PERU SAC;ANALISTA TESTER;2017;2018
161222;TISMART PERU SAC;ANALILSTA TESTER;2016;2016
161222;IBM PERU;ESPECIALISTA DE PRUEBAS  / ANALISTA DE GESTION DE PROYECTOS;2014;2016
161222;EQUIFAX INFOCORP;DATA QUALITY;2013;2014
161223;DRETA ESTRATEGIA Y COMUNICACIONES;COMUNICACIONES;2019;HASTA LA ACTUALIDAD
161223;CONGRESO DE LA REPÚBLICA DEL PERÚ;CIENCIAS DE LA COMUNICACIÓN;2016;2019
161223;CONGRESO DE LA REPÚBLICA;CIENCIAS DE LA COMUNICACIÓN;2013;2015
161225;INVERSIONES Y PROYECTOS INMOBILIARIOS PERÚ SAC;GERENTE GENERAL;2017;2019
161226;COORDINADORA NACIONAL DE INCLUSIÓN SOCIAL DEL PERÚ;COORDINADOR;2012;HASTA LA ACTUALIDAD
161227;MUNICIPALIDAD SAN JUAN DE LURIGANCHO;JEFE DE PLANES;2015;2015
161227;UNIVERSIDAD CESAR VALLEJO;CATEDRÁTICO;2018;2019
160240;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DOCENTE;2016;2017
160240;UNIVERSIDAD NACINAL JOSE FAUSTINO SANCHEZ CARRION;DOCENTE;2001;2016
160241;GOBIERNO REGIONAL DE JUNIN;ABOGADO;2019;HASTA LA ACTUALIDAD
160242;RENIEC;ABOGADA;2007;2019
160243;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DOCENTE;2012;HASTA LA ACTUALIDAD
160244;INVERSIONES ECOSOLAR AMERICAS S.A.C.;INGENIERO MECANICO;2018;HASTA LA ACTUALIDAD
160245;SUPER LEO;MICROEMPRESARIA;2016;HASTA LA ACTUALIDAD
160246;ESTUDIO JURIDICO JULIAN PALACIN ABOGADOS S.R.L.;ABOGADO Y PERITO DE SEGUROS;2011;HASTA LA ACTUALIDAD
160247;INDEPENDIENTE;ADMINISTRADORA;2008;HASTA LA ACTUALIDAD
160247;MUNICIPALIDAD DISTRITAL DE SAN LUIS;REGIDORA;2015;2018
160248;PAOLO ALDEA & ABOGADOS SAC;ABOGADO;2018;HASTA LA ACTUALIDAD
160249;CONGRESO DE LA REPÚBLICA;TÉCNICO;2013;2016
160250;PARLAMENTO ANDINO;ASISTENTE ADMINISTRATIVO;2010;2011
160251;PENSIONISTA MTC;ESPECIALISTA PERSONAL II;1970;1991
160252;ACADEMIA LOGICAL;PROFESOR;2019;HASTA LA ACTUALIDAD
160253;GOBIERNO REGIONAL DE JUNIN;PROMOTOR SOCIAL;2019;HASTA LA ACTUALIDAD
160254;OFICINA;ABOGADA;1998;HASTA LA ACTUALIDAD
160255;ACADEMIA PRE UNIVERSITARIA GRUPO SAN MARCOS;DOCENTE PRE UNIVERSITARIO;2018;HASTA LA ACTUALIDAD
160256;NEGOCIO PROPIO;ADMINISTRADORA;2014;HASTA LA ACTUALIDAD
160257;MINISTERIO DE EDUCACION - UGEL 06;PROFESOR;2010;HASTA LA ACTUALIDAD
160257;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;REGIDOR;2019;HASTA LA ACTUALIDAD
160258;I.E.P. B.F. SKINNER;DIRECTOR;2001;HASTA LA ACTUALIDAD
160259;INDEPENDIENTE;CONDUCTORA TAXI;2006;HASTA LA ACTUALIDAD
160260;I.E.P. B.F. SKINNER;DOCENTE;2019;HASTA LA ACTUALIDAD
160261;ISO GLOBAL PERU SAC;GERENTE GENERAL;2016;HASTA LA ACTUALIDAD
160261;INDEPENDIENTE;TRABAJADORA SOCIAL;2014;HASTA LA ACTUALIDAD
160262;TRABAJO INDEPENDIENTE;COMERCIANTE;1999;HASTA LA ACTUALIDAD
160263;MARINA DE GUERRA DEL PERÚ;SUB OFICIAL DEL MAR;1986;2013
160264;CENCOSUD PERU RETAIL;CAJERA BANCARIO;2013;2016
160265;CONGRESO DE LA REPUBLICA;ASESOR;2013;2014
160266;COLEGIO 0085 JOSE DE LA TORRE UGARTE;PROFESORA DE PRIMARIA;2000;2000
160267;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;DOCENTE;2012;HASTA LA ACTUALIDAD
160268;INEPENDIENTE;ODONTOLOGO;2000;HASTA LA ACTUALIDAD
160270;IE ANTENOR ORREGO;DOCENTE;2019;HASTA LA ACTUALIDAD
160270;SALON SPA YOSSY;PROPIETARIA;2011;HASTA LA ACTUALIDAD
160270;CETPRO CORCOBADO;DOCENTE;2019;HASTA LA ACTUALIDAD
160273;TIENDA;PERSONA NATURAL CON NEGOCIO - SECTOR TEXTIL;1994;HASTA LA ACTUALIDAD
160274;MULTISERVIS JD;ADMINISTRADOR;2019;HASTA LA ACTUALIDAD
159241;VERDE VISION PRODUCCIONES S.A.;PERIODISTA;2017;HASTA LA ACTUALIDAD
159241;PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU;CATEDRATICO;2008;HASTA LA ACTUALIDAD
159241;UNIVERSIDAD SAN MARTIN DE PORRES;CATEDRATICO;2019;HASTA LA ACTUALIDAD
159241;CONGRESO DE LA REPUBLICA DEL PERU;CONGRESISTA DE LA REPUBLICA;2011;2016
159241;GOBIERNO REGIONAL DEL CALLAO;LOCADOR DE SERVICIOS;2019;HASTA LA ACTUALIDAD
159243;ESTUDIO ALTAMIRANO COQUIS SAC;APODERADO;2019;HASTA LA ACTUALIDAD
159243;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;ALCALDE;2015;2018
159243;MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA;SECRETARIO GENERAL;2012;2014
159243;MUNICIPALIDAD DISTRITAL DEL RIMAC;GERENTE DE SERVICIOS A LA CIUDAD / GERENTE MUNICIPAL;2011;2011
159243;RESTAURANT CEVICHERIA EL PEZ GORDO;GERENTE;2007;2019
159244;CRP MEDIOS Y ENTRETENIMIENTO S.A.C.;LOCUTORA;2004;HASTA LA ACTUALIDAD
159245;INSTITUTO DE INTEGRIDAD Y GOBERNANZA;PRESIDENTE EJECUTIVO;2016;HASTA LA ACTUALIDAD
159245;CONTRALORÍA GENERAL DE LA REPÚBLICA;CONTRALOR GENERAL;2009;2016
159246;MUNICIPALIDAD DISTRITAL DEL RIMAC;SUB GERENTE DE COMERCIALIZACIÓN Y LICENCIAS;2015;2016
159246;MUNICIPALIDAD DISTRITAL DE JESUS MARIA;SUB GERENTE DE PARTICIPACION VECINAL;2013;2014
159246;CONGRESO DE LA REPUBLICA DEL PERU - GRUPO PARLAMENTARIO UNIDAD NACIONAL-PARTIDO POPULAR CRISTIANO;SECRETARIA EJECUTIVA BILINGUE (EQUIPO DE INVESTIGACION);2006;2008
159246;BANCO MERCANTIL DEL PERU S.A.;APODERADO ESPECIAL SECCIÓN CAMBIOS - TESORERÍA Y NEGOCIOS INTERNACIONALES;1989;1993
159246;LABORATORIO CANTELLA COLICHON - LABORATORIO MEDLAB CANTELLA COLICHON;ADMINISTRADORA;1993;2000
159247;AUTOMUNDO PRODUCTIONS INC.;PRESIDENTE CEO;1991;2018
159249;EJERCITO DEL PERU;OFICIAL DE EJERCITO (CORONEL EP);1982;2016
159250;EFICAXX COMPANY EIRL;INGENIERA INDUSTRIAL;2019;HASTA LA ACTUALIDAD
159251;INDEPENDIENTE;ABOGADO;2001;HASTA LA ACTUALIDAD
159251;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;REGIDOR;2019;HASTA LA ACTUALIDAD
159251;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;ALCALDE;2015;2018
159251;VIGILANCIA UNIVERSAL SAC;ASESOR LEGAL EXTERNO;2014;HASTA LA ACTUALIDAD
159251;MUNICIPALIDAD DISTRITAL DE BELLAVISTA;GERENTE MUNICIPAL / ASESOR DE ALCALDÍA;2011;2014
159252;UNIVERSIDAD SAN MARTIN DE PORRES;DOCENTE A TIEMPO COMPLETO;2016;HASTA LA ACTUALIDAD
159252;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;PROCURADORA PÚBLICA;2016;2019
159252;INDEPENDIENTE;ABOGADA;1998;HASTA LA ACTUALIDAD
159252;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;REGIDORA;2011;2014
159253;CONGRESO DE LA REPUBLICA DEL PERU;ASESOR DE LA SEGUNDA VICEPRESIDENCIA;2019;HASTA LA ACTUALIDAD
159253;UNIVERSIDAD DE SAN MARTIN DE PORRES-FACULTAD DE DERECHO;DOCENTE;2009;HASTA LA ACTUALIDAD
159253;MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO;SECRETARIO GENERAL;2019;2019
159253;MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS;VICEMINISTRO DE DERECHOS HUMANOS Y ACCESO A LA JUSTICIA;2018;2018
159253;CONGRESO DE LA REPUBLICA DEL PERU;ASESOR DE COMISION DE INCLUSION SOCIAL Y PERSONAS CON DISCAPACIDAD;2017;2017
159254;MUNICIPALIDAD DISTRITAL DE SANTA ANITA;LOCACION DE SERVICIOS;2019;2019
159255;GIC PERÚ TRADING SAC.;DIRECTOR - GERENTE;2015;HASTA LA ACTUALIDAD
159255;EMBOTELLADORA ANDINA DE AGUAS NATURALES SAC.;GERENTE GENERAL;2011;HASTA LA ACTUALIDAD
159255;CORPORACIÓN GRAFICA NAVARRETE SA.;GERENTE;2018;HASTA LA ACTUALIDAD
159256;ASOCIACIÓN ANTIGUAS ALUMNAS DEL SAGRADO CORAZON DEL PERÚ;PRESIDENTE DEL CONSEJO DIRECTIVO;2019;HASTA LA ACTUALIDAD
159256;PANICORP SAC;GERENTE GENERAL;2009;2014
159257;MUNICIPALIDAD METROPOLITANA DE LIMA;ASESOR - JEFE DE AREA;1999;HASTA LA ACTUALIDAD
159257;ESTUDIO JURÍDICO MAN&ASOCIADOS;DIRECTOR;2018;HASTA LA ACTUALIDAD
159260;NATURAL PLANT;EJECUTIVA DE IMAGEN CORPORATIVA;2017;2018
159260;MUNICIPALIDAD DISTRITAL DE SAN ISIDRO;COORDINADORA DE LA OFICINA DE PARTICIPACIÓN VECINAL;2015;2016
